Title,Note,URL,Comment
Souvenir Coffee,,https://www.google.com/maps/place/Souvenir+Coffee/data=!4m2!3m1!1s0x80858183ea4291b1:0x31e4bf23069c67eb,
Another Cafe,,https://www.google.com/maps/place/Another+Cafe/data=!4m2!3m1!1s0x80858092fe51ec27:0xdd963f9b68f30b34,
Sextant Coffee Roasters,,https://www.google.com/maps/place/Sextant+Coffee+Roasters/data=!4m2!3m1!1s0x808f7e27d93d5b83:0xe4ff4588f86ba24c,
Cafe Réveille,,https://www.google.com/maps/place/Cafe+R%C3%A9veille/data=!4m2!3m1!1s0x80858080115485ad:0xfdddfa12d0dbe0c1,
Réveille Coffee Co.,,https://www.google.com/maps/place/R%C3%A9veille+Coffee+Co./data=!4m2!3m1!1s0x808580f4eeca4db1:0x8a1d0155b5cdc6bf,
Cafe Réveille,,https://www.google.com/maps/place/Cafe+R%C3%A9veille/data=!4m2!3m1!1s0x808580a6fa4585ef:0x40a859dd201e466f,
Sightglass Coffee,,https://www.google.com/maps/place/Sightglass+Coffee/data=!4m2!3m1!1s0x808580af3cd399d1:0xffceeb92a11a5a6d,
Sightglass Coffee,,https://www.google.com/maps/place/Sightglass+Coffee/data=!4m2!3m1!1s0x808f7e373f977f1f:0x25f057af5269cec5,
Sightglass Coffee,,https://www.google.com/maps/place/Sightglass+Coffee/data=!4m2!3m1!1s0x8085807d666d3505:0x557d9d9978e5bd1d,
Sightglass Coffee,,https://www.google.com/maps/place/Sightglass+Coffee/data=!4m2!3m1!1s0x80858082387de57f:0xc144ba641bc1c6bb,
Andytown Coffee Roasters,,https://www.google.com/maps/place/Andytown+Coffee+Roasters/data=!4m2!3m1!1s0x808f7d636f7d07c9:0x9c828cfd8df4653,
Andytown Coffee Roasters,,https://www.google.com/maps/place/Andytown+Coffee+Roasters/data=!4m2!3m1!1s0x8085879aba03ee79:0xbfb64139d85ba75d,
Andytown Coffee Roasters,,https://www.google.com/maps/place/Andytown+Coffee+Roasters/data=!4m2!3m1!1s0x8085815331763c65:0xb237d0c4ddc74c71,
